0,서울특별시,100,605.2,9766886,3813260,1.0238677916379898e-05,0.10238677916379899,0.16523463317911433,2.6224280536863473e-05
1,대전광역시,139,539.8,1485509,597736,9.35706212483398e-05,0.935706212483398,0.25750277880696554,0.00023254413319592597
2,울산광역시,112,1057.0,1152293,428720,9.719750098282295e-05,0.9719750098282295,0.10596026490066225,0.00026124276917335323
