88,가족문화센터,A동 1층 로비,울산광역시 남구 대공원로 84,35.531671,129.29206100000002,052-269-6372
89,가족문화센터,B동 1층 로비,울산광역시 남구 대공원로 84,35.531651000000004,129.229051,052-269-6372
90,울산대공원,울산대공원내 정문 도움안내실,울산광역시 남구 대공원로 94,35.527046999999996,129.29239099999998,052-271-8818
91,울산대공원,울산대공원내 동문 도움안내실,울산광역시 남구 대공원로 94,35.529875,129.305877,052-271-8818
92,울산대공원,울산대공원내 남문 도움안내실,울산광역시 남구 대공원로 94,35.528048,129.284004,052-271-8818
93,울산대공원,울산대공원내 현충탑 안내실,울산광역시 남구 대공원로 94,35.527046999999996,129.29239099999998,052-271-8818
94,울산대공원,울산대공원내 동물원,울산광역시 남구 대공원로 94,35.530253,129.270935,052-271-8818
95,울산대공원,문화공원 공원 안내소,울산광역시 남구 돋질로 211,35.5442612,129.3282505,052-267-8743
96,근로복지관,지상1층 안내데스크 좌측,울산광역시 남구 삼산중로 144,35.546183899999996,129.3361386,052-227-4103
97,하늘공원,승화원 안내데스크 옆,울산광역시 울주군 삼동면 보삼길 550,35.471192200000004,129.1336574,052-255-3837
98,하늘공원,장례식장 문서고 앞(남/녀 화장실 앞),울산광역시 울주군 삼동면 보삼길 550,35.4706112,129.13366820000002,052-255-3837
99,문수경기장,문수축구경기장 로비 1층 귀빈실 출입구,울산광역시 남구 문수로 44,35.5352458,129.2595311,052-220-2391
100,문수경기장,문수실내수영장 로비 1층,울산광역시 남구 문수로 44,35.532698700000005,129.2622065,052-220-2223
101,문수경기장,문수야구장 덕아웃 내(홈팀),울산광역시 남구 문수로 44,35.5319188,129.26582109999998,052-220-2390
102,문수경기장,문수야구장 덕아웃 내(원정팀),울산광역시 남구 문수로 44,35.5319188,129.26582109999998,052-220-2390
103,여성인력센터,여성인력개발센터 1층로비,울산광역시 남구 정동로20번길 24,35.535446,129.346632,052-258-8061
104,종합운동장,종합운동장 서측 관리사무실 앞 복도,울산광역시 중구 염포로 55(남외동),35.334610999999995,129.204977,052-290-7200
105,안전기술팀,종합운동장 동측 시설관리공단 출입구 복도,울산광역시 중구 염포로 55(남외동),35.334363,129.205605,052-290-7375
106,종합운동장,동천체육관 외3문내 관리사무실 앞 복도,울산광역시 중구 염포로 85(남외동),35.334292,129.211871,052-294-4120
107,종합운동장,동천국민체육센터 1층 로비 안전요원실 입구,울산광역시 중구 염포로 85-1,35.334869,129.205981,052-296-2512
108,종합운동장,종하체육관 1층 로비,울산광역시 남구 봉월로 38-32,35.536248,129.309215,052-273-0286
109,하늘공원,승화원 안내데스크 옆,울산광역시 울주군 삼동면 보삼길 550,35.471192200000004,129.1336574,052-255-3800
110,하늘공원,장례식장 1층(남/녀 화장실 앞),울산광역시 울주군 삼동면 보삼길 550,35.4706112,129.13366820000002,052-255-3800
111,하늘공원,추모의집 1층 로비,울산광역시 울주군 삼동면 보삼길 550,35.471352200000005,129.132652,052-255-3800
